"GEOID","NAME","Population"
"17031980000","Census Tract 9800, Cook County, Illinois",0
"17031990000","Census Tract 9900, Cook County, Illinois",0
"17031807700","Census Tract 8077, Cook County, Illinois",5228
"17031390400","Census Tract 3904, Cook County, Illinois",2582
"17031420100","Census Tract 4201, Cook County, Illinois",1548
"17031420400","Census Tract 4204, Cook County, Illinois",1142
"17031431200","Census Tract 4312, Cook County, Illinois",2696
"17031460500","Census Tract 4605, Cook County, Illinois",5889
"17031480200","Census Tract 4802, Cook County, Illinois",1146
"17031490500","Census Tract 4905, Cook County, Illinois",2041
"17031490600","Census Tract 4906, Cook County, Illinois",1464
"17031490800","Census Tract 4908, Cook County, Illinois",4006
"17031500200","Census Tract 5002, Cook County, Illinois",2106
"17031833900","Census Tract 8339, Cook County, Illinois",2650
"17031834000","Census Tract 8340, Cook County, Illinois",3104
"17031834200","Census Tract 8342, Cook County, Illinois",4914
"17031834300","Census Tract 8343, Cook County, Illinois",5980
"17031834400","Census Tract 8344, Cook County, Illinois",4437
"17031834500","Census Tract 8345, Cook County, Illinois",1105
"17031834600","Census Tract 8346, Cook County, Illinois",1681
"17031834700","Census Tract 8347, Cook County, Illinois",1258
"17031834800","Census Tract 8348, Cook County, Illinois",1589
"17031834900","Census Tract 8349, Cook County, Illinois",1443
"17031835000","Census Tract 8350, Cook County, Illinois",5585
"17031835100","Census Tract 8351, Cook County, Illinois",5047
"17031835200","Census Tract 8352, Cook County, Illinois",1993
"17031835500","Census Tract 8355, Cook County, Illinois",1434
"17031835600","Census Tract 8356, Cook County, Illinois",896
"17031835700","Census Tract 8357, Cook County, Illinois",434
"17031835800","Census Tract 8358, Cook County, Illinois",1744
"17031835900","Census Tract 8359, Cook County, Illinois",3112
"17031836000","Census Tract 8360, Cook County, Illinois",2824
"17031310800","Census Tract 3108, Cook County, Illinois",4421
"17031330200","Census Tract 3302, Cook County, Illinois",3599
"17031340500","Census Tract 3405, Cook County, Illinois",1591
"17031351500","Census Tract 3515, Cook County, Illinois",731
"17031390300","Census Tract 3903, Cook County, Illinois",2980
"17031320400","Census Tract 3204, Cook County, Illinois",3150
"17031020500","Census Tract 205, Cook County, Illinois",6775
"17031031800","Census Tract 318, Cook County, Illinois",1889
"17031750300","Census Tract 7503, Cook County, Illinois",2526
"17031750400","Census Tract 7504, Cook County, Illinois",3096
"17031770500","Census Tract 7705, Cook County, Illinois",4030
"17031800400","Census Tract 8004, Cook County, Illinois",3637
"17031801607","Census Tract 8016.07, Cook County, Illinois",5204
"17031030103","Census Tract 301.03, Cook County, Illinois",2242
"17031030101","Census Tract 301.01, Cook County, Illinois",3911
"17031030104","Census Tract 301.04, Cook County, Illinois",3411
"17031030601","Census Tract 306.01, Cook County, Illinois",3353
"17031030603","Census Tract 306.03, Cook County, Illinois",2410
"17031030604","Census Tract 306.04, Cook County, Illinois",3763
"17031030701","Census Tract 307.01, Cook County, Illinois",1625
"17031030702","Census Tract 307.02, Cook County, Illinois",2211
"17031030703","Census Tract 307.03, Cook County, Illinois",2947
"17031030706","Census Tract 307.06, Cook County, Illinois",2845
"17031040201","Census Tract 402.01, Cook County, Illinois",6814
"17031040202","Census Tract 402.02, Cook County, Illinois",7634
"17031040401","Census Tract 404.01, Cook County, Illinois",3250
"17031061901","Census Tract 619.01, Cook County, Illinois",3492
"17031061902","Census Tract 619.02, Cook County, Illinois",4759
"17031031501","Census Tract 315.01, Cook County, Illinois",4474
"17031031502","Census Tract 315.02, Cook County, Illinois",4628
"17031040402","Census Tract 404.02, Cook County, Illinois",5154
"17031070101","Census Tract 701.01, Cook County, Illinois",3885
"17031063301","Census Tract 633.01, Cook County, Illinois",2735
"17031063303","Census Tract 633.03, Cook County, Illinois",1243
"17031063302","Census Tract 633.02, Cook County, Illinois",3967
"17031807400","Census Tract 8074, Cook County, Illinois",6962
"17031807600","Census Tract 8076, Cook County, Illinois",6228
"17031807900","Census Tract 8079, Cook County, Illinois",4093
"17031808001","Census Tract 8080.01, Cook County, Illinois",3693
"17031808100","Census Tract 8081, Cook County, Illinois",3686
"17031818600","Census Tract 8186, Cook County, Illinois",4958
"17031819700","Census Tract 8197, Cook County, Illinois",5656
"17031819802","Census Tract 8198.02, Cook County, Illinois",2586
"17031820103","Census Tract 8201.03, Cook County, Illinois",4286
"17031820700","Census Tract 8207, Cook County, Illinois",6679
"17031822701","Census Tract 8227.01, Cook County, Illinois",4524
"17031823001","Census Tract 8230.01, Cook County, Illinois",6496
"17031823002","Census Tract 8230.02, Cook County, Illinois",5981
"17031823101","Census Tract 8231.01, Cook County, Illinois",4380
"17031823302","Census Tract 8233.02, Cook County, Illinois",5787
"17031823703","Census Tract 8237.03, Cook County, Illinois",8642
"17031823704","Census Tract 8237.04, Cook County, Illinois",3922
"17031400800","Census Tract 4008, Cook County, Illinois",2452
"17031410800","Census Tract 4108, Cook County, Illinois",2898
"17031420300","Census Tract 4203, Cook County, Illinois",2768
"17031430200","Census Tract 4302, Cook County, Illinois",4863
"17031430500","Census Tract 4305, Cook County, Illinois",3481
"17031431400","Census Tract 4314, Cook County, Illinois",6924
"17031440700","Census Tract 4407, Cook County, Illinois",1469
"17031470100","Census Tract 4701, Cook County, Illinois",2006
"17031480100","Census Tract 4801, Cook County, Illinois",2175
"17031491100","Census Tract 4911, Cook County, Illinois",4256
"17031491300","Census Tract 4913, Cook County, Illinois",2327
"17031510100","Census Tract 5101, Cook County, Illinois",3325
"17031520100","Census Tract 5201, Cook County, Illinois",2001
"17031530100","Census Tract 5301, Cook County, Illinois",2263
"17031530200","Census Tract 5302, Cook County, Illinois",4390
"17031560100","Census Tract 5601, Cook County, Illinois",1501
"17031580100","Census Tract 5801, Cook County, Illinois",2698
"17031580600","Census Tract 5806, Cook County, Illinois",5179
"17031590500","Census Tract 5905, Cook County, Illinois",1865
"17031600400","Census Tract 6004, Cook County, Illinois",4188
"17031816401","Census Tract 8164.01, Cook County, Illinois",5186
"17031816800","Census Tract 8168, Cook County, Illinois",5277
"17031816900","Census Tract 8169, Cook County, Illinois",6042
"17031351100","Census Tract 3511, Cook County, Illinois",2418
"17031380200","Census Tract 3802, Cook County, Illinois",1556
"17031381900","Census Tract 3819, Cook County, Illinois",1129
"17031461000","Census Tract 4610, Cook County, Illinois",1288
"17031480300","Census Tract 4803, Cook County, Illinois",1109
"17031051000","Census Tract 510, Cook County, Illinois",1829
"17031051400","Census Tract 514, Cook County, Illinois",2073
"17031060800","Census Tract 608, Cook County, Illinois",5037
"17031062600","Census Tract 626, Cook County, Illinois",2442
"17031071000","Census Tract 710, Cook County, Illinois",4634
"17031090100","Census Tract 901, Cook County, Illinois",3509
"17031150600","Census Tract 1506, Cook County, Illinois",4063
"17031815100","Census Tract 8151, Cook County, Illinois",4507
"17031818100","Census Tract 8181, Cook County, Illinois",2329
"17031161100","Census Tract 1611, Cook County, Illinois",2038
"17031161200","Census Tract 1612, Cook County, Illinois",3121
"17031170200","Census Tract 1702, Cook County, Illinois",3754
"17031221000","Census Tract 2210, Cook County, Illinois",2771
"17031230200","Census Tract 2302, Cook County, Illinois",2258
"17031230500","Census Tract 2305, Cook County, Illinois",3327
"17031241200","Census Tract 2412, Cook County, Illinois",1820
"17031242800","Census Tract 2428, Cook County, Illinois",1621
"17031243200","Census Tract 2432, Cook County, Illinois",2139
"17031260300","Census Tract 2603, Cook County, Illinois",1668
"17031260400","Census Tract 2604, Cook County, Illinois",1174
"17031261000","Census Tract 2610, Cook County, Illinois",2276
"17031270500","Census Tract 2705, Cook County, Illinois",1271
"17031271500","Census Tract 2715, Cook County, Illinois",1527
"17031032100","Census Tract 321, Cook County, Illinois",7106
"17031040100","Census Tract 401, Cook County, Illinois",4139
"17031050300","Census Tract 503, Cook County, Illinois",2483
"17031051200","Census Tract 512, Cook County, Illinois",1546
"17031061800","Census Tract 618, Cook County, Illinois",1415
"17031062300","Census Tract 623, Cook County, Illinois",1595
"17031070400","Census Tract 704, Cook County, Illinois",3151
"17031070600","Census Tract 706, Cook County, Illinois",3296
"17031071300","Census Tract 713, Cook County, Illinois",4308
"17031080300","Census Tract 803, Cook County, Illinois",4911
"17031081600","Census Tract 816, Cook County, Illinois",4040
"17031081800","Census Tract 818, Cook County, Illinois",10298
"17031081900","Census Tract 819, Cook County, Illinois",1026
"17031070102","Census Tract 701.02, Cook County, Illinois",2918
"17031823801","Census Tract 8238.01, Cook County, Illinois",5530
"17031824105","Census Tract 8241.05, Cook County, Illinois",6686
"17031824503","Census Tract 8245.03, Cook County, Illinois",7047
"17031400400","Census Tract 4004, Cook County, Illinois",2084
"17031420800","Census Tract 4208, Cook County, Illinois",2377
"17031805501","Census Tract 8055.01, Cook County, Illinois",3712
"17031805802","Census Tract 8058.02, Cook County, Illinois",4799
"17031320100","Census Tract 3201, Cook County, Illinois",13568
"17031330100","Census Tract 3301, Cook County, Illinois",20087
"17031010300","Census Tract 103, Cook County, Illinois",6485
"17031050800","Census Tract 508, Cook County, Illinois",1402
"17031050900","Census Tract 509, Cook County, Illinois",1414
"17031051100","Census Tract 511, Cook County, Illinois",1732
"17031070103","Census Tract 701.03, Cook County, Illinois",1636
"17031080201","Census Tract 802.01, Cook County, Illinois",3160
"17031080202","Census Tract 802.02, Cook County, Illinois",3339
"17031081201","Census Tract 812.01, Cook County, Illinois",4711
"17031081202","Census Tract 812.02, Cook County, Illinois",2928
"17031081401","Census Tract 814.01, Cook County, Illinois",2224
"17031081402","Census Tract 814.02, Cook County, Illinois",5651
"17031081403","Census Tract 814.03, Cook County, Illinois",8450
"17031110501","Census Tract 1105.01, Cook County, Illinois",5323
"17031110502","Census Tract 1105.02, Cook County, Illinois",3574
"17031140301","Census Tract 1403.01, Cook County, Illinois",2839
"17031140302","Census Tract 1403.02, Cook County, Illinois",4189
"17031140602","Census Tract 1406.02, Cook County, Illinois",5003
"17031580400","Census Tract 5804, Cook County, Illinois",4891
"17031590700","Census Tract 5907, Cook County, Illinois",3276
"17031610400","Census Tract 6104, Cook County, Illinois",1951
"17031610800","Census Tract 6108, Cook County, Illinois",1611
"17031612000","Census Tract 6120, Cook County, Illinois",1347
"17031612100","Census Tract 6121, Cook County, Illinois",1022
"17031640500","Census Tract 6405, Cook County, Illinois",3902
"17031800900","Census Tract 8009, Cook County, Illinois",4399
"17031822301","Census Tract 8223.01, Cook County, Illinois",3539
"17031822602","Census Tract 8226.02, Cook County, Illinois",7086
"17031840100","Census Tract 8401, Cook County, Illinois",3508
"17031840200","Census Tract 8402, Cook County, Illinois",2419
"17031840300","Census Tract 8403, Cook County, Illinois",3511
"17031840400","Census Tract 8404, Cook County, Illinois",3106
"17031840700","Census Tract 8407, Cook County, Illinois",3592
"17031840800","Census Tract 8408, Cook County, Illinois",3151
"17031841000","Census Tract 8410, Cook County, Illinois",1043
"17031841100","Census Tract 8411, Cook County, Illinois",7142
"17031841200","Census Tract 8412, Cook County, Illinois",4586
"17031841300","Census Tract 8413, Cook County, Illinois",4122
"17031841400","Census Tract 8414, Cook County, Illinois",897
"17031841500","Census Tract 8415, Cook County, Illinois",2689
"17031841600","Census Tract 8416, Cook County, Illinois",579
"17031841700","Census Tract 8417, Cook County, Illinois",1651
"17031841800","Census Tract 8418, Cook County, Illinois",2428
"17031841900","Census Tract 8419, Cook County, Illinois",6539
"17031842000","Census Tract 8420, Cook County, Illinois",3164
"17031842100","Census Tract 8421, Cook County, Illinois",7865
"17031842200","Census Tract 8422, Cook County, Illinois",3362
"17031842300","Census Tract 8423, Cook County, Illinois",3199
"17031842400","Census Tract 8424, Cook County, Illinois",3082
"17031842500","Census Tract 8425, Cook County, Illinois",2052
"17031842600","Census Tract 8426, Cook County, Illinois",4313
"17031842800","Census Tract 8428, Cook County, Illinois",7068
"17031842900","Census Tract 8429, Cook County, Illinois",2556
"17031843000","Census Tract 8430, Cook County, Illinois",2457
"17031843100","Census Tract 8431, Cook County, Illinois",1575
"17031843200","Census Tract 8432, Cook County, Illinois",2375
"17031843300","Census Tract 8433, Cook County, Illinois",1877
"17031843400","Census Tract 8434, Cook County, Illinois",1310
"17031843500","Census Tract 8435, Cook County, Illinois",10169
"17031843600","Census Tract 8436, Cook County, Illinois",2898
"17031843700","Census Tract 8437, Cook County, Illinois",2527
"17031810100","Census Tract 8101, Cook County, Illinois",4349
"17031810301","Census Tract 8103.01, Cook County, Illinois",4429
"17031811401","Census Tract 8114.01, Cook County, Illinois",4490
"17031820000","Census Tract 8200, Cook County, Illinois",2215
"17031411100","Census Tract 4111, Cook County, Illinois",2330
"17031420200","Census Tract 4202, Cook County, Illinois",1713
"17031827700","Census Tract 8277, Cook County, Illinois",2844
"17031827902","Census Tract 8279.02, Cook County, Illinois",4381
"17031828100","Census Tract 8281, Cook County, Illinois",5292
"17031828602","Census Tract 8286.02, Cook County, Illinois",4546
"17031824701","Census Tract 8247.01, Cook County, Illinois",4122
"17031825200","Census Tract 8252, Cook County, Illinois",2200
"17031825801","Census Tract 8258.01, Cook County, Illinois",3377
"17031130200","Census Tract 1302, Cook County, Illinois",1571
"17031803005","Census Tract 8030.05, Cook County, Illinois",2475
"17031803300","Census Tract 8033, Cook County, Illinois",5633
"17031803605","Census Tract 8036.05, Cook County, Illinois",7266
"17031271800","Census Tract 2718, Cook County, Illinois",730
"17031280800","Census Tract 2808, Cook County, Illinois",786
"17031280900","Census Tract 2809, Cook County, Illinois",890
"17031281900","Census Tract 2819, Cook County, Illinois",6221
"17031291200","Census Tract 2912, Cook County, Illinois",2124
"17031803902","Census Tract 8039.02, Cook County, Illinois",3374
"17031804104","Census Tract 8041.04, Cook County, Illinois",4790
"17031804105","Census Tract 8041.05, Cook County, Illinois",3875
"17031804202","Census Tract 8042.02, Cook County, Illinois",7278
"17031804805","Census Tract 8048.05, Cook County, Illinois",6481
"17031040800","Census Tract 408, Cook County, Illinois",1691
"17031222900","Census Tract 2229, Cook County, Illinois",1005
"17031030200","Census Tract 302, Cook County, Illinois",5702
"17031061100","Census Tract 611, Cook County, Illinois",1368
"17031283200","Census Tract 2832, Cook County, Illinois",1622
"17031510300","Census Tract 5103, Cook County, Illinois",4817
"17031520300","Census Tract 5203, Cook County, Illinois",5902
"17031814800","Census Tract 8148, Cook County, Illinois",5921
"17031814900","Census Tract 8149, Cook County, Illinois",6502
"17031815300","Census Tract 8153, Cook County, Illinois",3335
"17031815600","Census Tract 8156, Cook County, Illinois",4979
"17031818300","Census Tract 8183, Cook County, Illinois",6014
"17031819200","Census Tract 8192, Cook County, Illinois",6391
"17031570300","Census Tract 5703, Cook County, Illinois",5916
"17031611500","Census Tract 6115, Cook County, Illinois",3210
"17031611700","Census Tract 6117, Cook County, Illinois",2012
"17031620200","Census Tract 6202, Cook County, Illinois",2138
"17031630900","Census Tract 6309, Cook County, Illinois",5167
"17031650200","Census Tract 6502, Cook County, Illinois",7098
"17031660700","Census Tract 6607, Cook County, Illinois",1477
"17031660900","Census Tract 6609, Cook County, Illinois",4593
"17031680500","Census Tract 6805, Cook County, Illinois",1235
"17031680600","Census Tract 6806, Cook County, Illinois",1171
"17031710300","Census Tract 7103, Cook County, Illinois",1544
"17031720500","Census Tract 7205, Cook County, Illinois",1909
"17031720600","Census Tract 7206, Cook County, Illinois",1768
"17031730100","Census Tract 7301, Cook County, Illinois",2703
"17031801200","Census Tract 8012, Cook County, Illinois",3578
"17031801400","Census Tract 8014, Cook County, Illinois",3138
"17031801702","Census Tract 8017.02, Cook County, Illinois",4602
"17031802200","Census Tract 8022, Cook County, Illinois",4769
"17031802605","Census Tract 8026.05, Cook County, Illinois",6916
"17031803400","Census Tract 8034, Cook County, Illinois",6364
"17031803603","Census Tract 8036.03, Cook County, Illinois",6924
"17031803610","Census Tract 8036.10, Cook County, Illinois",7195
"17031804201","Census Tract 8042.01, Cook County, Illinois",8743
"17031801000","Census Tract 8010, Cook County, Illinois",5159
"17031710800","Census Tract 7108, Cook County, Illinois",4694
"17031730400","Census Tract 7304, Cook County, Illinois",4141
"17031750500","Census Tract 7505, Cook County, Illinois",5376
"17031800100","Census Tract 8001, Cook County, Illinois",2304
"17031801300","Census Tract 8013, Cook County, Illinois",4310
"17031801601","Census Tract 8016.01, Cook County, Illinois",4449
"17031801606","Census Tract 8016.06, Cook County, Illinois",6082
"17031803901","Census Tract 8039.01, Cook County, Illinois",3687
"17031300500","Census Tract 3005, Cook County, Illinois",2916
"17031805111","Census Tract 8051.11, Cook County, Illinois",7354
"17031805901","Census Tract 8059.01, Cook County, Illinois",4060
"17031806002","Census Tract 8060.02, Cook County, Illinois",7347
"17031806003","Census Tract 8060.03, Cook County, Illinois",8183
"17031806400","Census Tract 8064, Cook County, Illinois",2507
"17031806501","Census Tract 8065.01, Cook County, Illinois",2349
"17031750600","Census Tract 7506, Cook County, Illinois",3406
"17031310200","Census Tract 3102, Cook County, Illinois",1765
"17031691200","Census Tract 6912, Cook County, Illinois",2735
"17031700100","Census Tract 7001, Cook County, Illinois",3605
"17031710600","Census Tract 7106, Cook County, Illinois",1719
"17031711300","Census Tract 7113, Cook County, Illinois",1583
"17031730500","Census Tract 7305, Cook County, Illinois",4233
"17031770700","Census Tract 7707, Cook County, Illinois",2301
"17031800200","Census Tract 8002, Cook County, Illinois",6584
"17031800300","Census Tract 8003, Cook County, Illinois",3334
"17031800500","Census Tract 8005, Cook County, Illinois",5400
"17031801100","Census Tract 8011, Cook County, Illinois",4913
"17031801500","Census Tract 8015, Cook County, Illinois",6115
"17031801603","Census Tract 8016.03, Cook County, Illinois",4097
"17031801608","Census Tract 8016.08, Cook County, Illinois",7067
"17031801901","Census Tract 8019.01, Cook County, Illinois",4280
"17031802402","Census Tract 8024.02, Cook County, Illinois",5977
"17031803010","Census Tract 8030.10, Cook County, Illinois",5444
"17031818200","Census Tract 8182, Cook County, Illinois",4540
"17031818900","Census Tract 8189, Cook County, Illinois",4333
"17031280400","Census Tract 2804, Cook County, Illinois",1585
"17031292200","Census Tract 2922, Cook County, Illinois",2506
"17031491400","Census Tract 4914, Cook County, Illinois",3336
"17031550200","Census Tract 5502, Cook County, Illinois",2624
"17031827400","Census Tract 8274, Cook County, Illinois",4074
"17031030800","Census Tract 308, Cook County, Illinois",4169
"17031050500","Census Tract 505, Cook County, Illinois",5914
"17031630400","Census Tract 6304, Cook County, Illinois",6379
"17031670300","Census Tract 6703, Cook County, Illinois",1087
"17031681000","Census Tract 6810, Cook County, Illinois",2793
"17031710200","Census Tract 7102, Cook County, Illinois",4335
"17031770300","Census Tract 7703, Cook County, Illinois",6924
"17031803007","Census Tract 8030.07, Cook County, Illinois",4909
"17031816402","Census Tract 8164.02, Cook County, Illinois",4254
"17031351400","Census Tract 3514, Cook County, Illinois",1841
"17031421200","Census Tract 4212, Cook County, Illinois",1126
"17031491200","Census Tract 4912, Cook County, Illinois",1931
"17031805401","Census Tract 8054.01, Cook County, Illinois",3877
"17031350100","Census Tract 3501, Cook County, Illinois",2432
"17031062700","Census Tract 627, Cook County, Illinois",2982
"17031803606","Census Tract 8036.06, Cook County, Illinois",9148
"17031801605","Census Tract 8016.05, Cook County, Illinois",5512
"17031670700","Census Tract 6707, Cook County, Illinois",1113
"17031806600","Census Tract 8066, Cook County, Illinois",3541
"17031820101","Census Tract 8201.01, Cook County, Illinois",7220
"17031821402","Census Tract 8214.02, Cook County, Illinois",2992
"17031822101","Census Tract 8221.01, Cook County, Illinois",4309
"17031823102","Census Tract 8231.02, Cook County, Illinois",3588
"17031823304","Census Tract 8233.04, Cook County, Illinois",6064
"17031824507","Census Tract 8245.07, Cook County, Illinois",4153
"17031824800","Census Tract 8248, Cook County, Illinois",7846
"17031824900","Census Tract 8249, Cook County, Illinois",3395
"17031825400","Census Tract 8254, Cook County, Illinois",5269
"17031825501","Census Tract 8255.01, Cook County, Illinois",5626
"17031825503","Census Tract 8255.03, Cook County, Illinois",6283
"17031825505","Census Tract 8255.05, Cook County, Illinois",5878
"17031826202","Census Tract 8262.02, Cook County, Illinois",5761
"17031817500","Census Tract 8175, Cook County, Illinois",3509
"17031817700","Census Tract 8177, Cook County, Illinois",5156
"17031817900","Census Tract 8179, Cook County, Illinois",5756
"17031821401","Census Tract 8214.01, Cook County, Illinois",3881
"17031300600","Census Tract 3006, Cook County, Illinois",3035
"17031310700","Census Tract 3107, Cook County, Illinois",1514
"17031381700","Census Tract 3817, Cook County, Illinois",0
"17031390100","Census Tract 3901, Cook County, Illinois",1626
"17031380700","Census Tract 3807, Cook County, Illinois",1330
"17031381200","Census Tract 3812, Cook County, Illinois",1852
"17031390200","Census Tract 3902, Cook County, Illinois",2143
"17031400300","Census Tract 4003, Cook County, Illinois",1329
"17031400500","Census Tract 4005, Cook County, Illinois",2102
"17031410100","Census Tract 4101, Cook County, Illinois",2007
"17031410200","Census Tract 4102, Cook County, Illinois",1475
"17031410600","Census Tract 4106, Cook County, Illinois",2516
"17031411000","Census Tract 4110, Cook County, Illinois",3509
"17031430800","Census Tract 4308, Cook County, Illinois",1957
"17031430900","Census Tract 4309, Cook County, Illinois",1481
"17031440300","Census Tract 4403, Cook County, Illinois",4706
"17031440600","Census Tract 4406, Cook County, Illinois",1786
"17031460600","Census Tract 4606, Cook County, Illinois",1200
"17031040700","Census Tract 407, Cook County, Illinois",3435
"17031040900","Census Tract 409, Cook County, Illinois",1904
"17031060100","Census Tract 601, Cook County, Illinois",2939
"17031060300","Census Tract 603, Cook County, Illinois",2936
"17031060400","Census Tract 604, Cook County, Illinois",3877
"17031062000","Census Tract 620, Cook County, Illinois",3027
"17031062200","Census Tract 622, Cook County, Illinois",2988
"17031062500","Census Tract 625, Cook County, Illinois",1556
"17031063100","Census Tract 631, Cook County, Illinois",2238
"17031090200","Census Tract 902, Cook County, Illinois",6416
"17031100400","Census Tract 1004, Cook County, Illinois",3404
"17031100700","Census Tract 1007, Cook County, Illinois",5180
"17031120300","Census Tract 1203, Cook County, Illinois",6892
"17031292500","Census Tract 2925, Cook County, Illinois",3595
"17031071500","Census Tract 715, Cook County, Illinois",6187
"17031390600","Census Tract 3906, Cook County, Illinois",1686
"17031807000","Census Tract 8070, Cook County, Illinois",5851
"17031381500","Census Tract 3815, Cook County, Illinois",347
"17031410700","Census Tract 4107, Cook County, Illinois",2186
"17031808301","Census Tract 8083.01, Cook County, Illinois",5805
"17031230600","Census Tract 2306, Cook County, Illinois",6988
"17031221500","Census Tract 2215, Cook County, Illinois",2726
"17031230100","Census Tract 2301, Cook County, Illinois",1620
"17031240300","Census Tract 2403, Cook County, Illinois",1215
"17031241300","Census Tract 2413, Cook County, Illinois",1995
"17031051300","Census Tract 513, Cook County, Illinois",2893
"17031063200","Census Tract 632, Cook County, Illinois",6745
"17031070700","Census Tract 707, Cook County, Illinois",4191
"17031071100","Census Tract 711, Cook County, Illinois",3394
"17031071400","Census Tract 714, Cook County, Illinois",5096
"17031380500","Census Tract 3805, Cook County, Illinois",856
"17031381400","Census Tract 3814, Cook County, Illinois",1415
"17031381800","Census Tract 3818, Cook County, Illinois",1252
"17031390500","Census Tract 3905, Cook County, Illinois",1565
"17031390700","Census Tract 3907, Cook County, Illinois",5372
"17031410500","Census Tract 4105, Cook County, Illinois",2525
"17031411200","Census Tract 4112, Cook County, Illinois",1689
"17031420700","Census Tract 4207, Cook County, Illinois",2674
"17031450300","Census Tract 4503, Cook County, Illinois",3733
"17031500300","Census Tract 5003, Cook County, Illinois",1598
"17031520500","Census Tract 5205, Cook County, Illinois",5275
"17031530400","Census Tract 5304, Cook County, Illinois",2183
"17031250400","Census Tract 2504, Cook County, Illinois",4769
"17031251600","Census Tract 2516, Cook County, Illinois",4261
"17031251800","Census Tract 2518, Cook County, Illinois",5300
"17031260900","Census Tract 2609, Cook County, Illinois",1461
"17031241600","Census Tract 2416, Cook County, Illinois",3480
"17031030300","Census Tract 303, Cook County, Illinois",3676
"17031031200","Census Tract 312, Cook County, Illinois",6359
"17031410900","Census Tract 4109, Cook County, Illinois",3342
"17031430300","Census Tract 4303, Cook County, Illinois",2450
"17031170600","Census Tract 1706, Cook County, Illinois",2487
"17031600900","Census Tract 6009, Cook County, Illinois",3549
"17031630300","Census Tract 6303, Cook County, Illinois",5483
"17031828702","Census Tract 8287.02, Cook County, Illinois",4874
"17031830001","Census Tract 8300.01, Cook County, Illinois",2300
"17031819500","Census Tract 8195, Cook County, Illinois",3365
"17031460700","Census Tract 4607, Cook County, Illinois",2651
"17031491000","Census Tract 4910, Cook County, Illinois",3408
"17031821900","Census Tract 8219, Cook County, Illinois",5043
"17031823602","Census Tract 8236.02, Cook County, Illinois",6280
"17031824108","Census Tract 8241.08, Cook County, Illinois",8101
"17031818800","Census Tract 8188, Cook County, Illinois",5240
"17031191100","Census Tract 1911, Cook County, Illinois",6927
"17031230400","Census Tract 2304, Cook County, Illinois",2090
"17031242900","Census Tract 2429, Cook County, Illinois",1803
"17031570400","Census Tract 5704, Cook County, Illinois",1640
"17031822302","Census Tract 8223.02, Cook County, Illinois",4123
"17031823903","Census Tract 8239.03, Cook County, Illinois",4569
"17031825600","Census Tract 8256, Cook County, Illinois",5245
"17031828401","Census Tract 8284.01, Cook County, Illinois",3645
"17031827901","Census Tract 8279.01, Cook County, Illinois",2357
"17031081100","Census Tract 811, Cook County, Illinois",4200
"17031110300","Census Tract 1103, Cook County, Illinois",5331
"17031190200","Census Tract 1902, Cook County, Illinois",5838
"17031221300","Census Tract 2213, Cook County, Illinois",2879
"17031251200","Census Tract 2512, Cook County, Illinois",3807
"17031282800","Census Tract 2828, Cook County, Illinois",1607
"17031260600","Census Tract 2606, Cook County, Illinois",2018
"17031710700","Census Tract 7107, Cook County, Illinois",3192
"17031710900","Census Tract 7109, Cook County, Illinois",1972
"17031711400","Census Tract 7114, Cook County, Illinois",2572
"17031720300","Census Tract 7203, Cook County, Illinois",3929
"17031730300","Census Tract 7303, Cook County, Illinois",1103
"17031740100","Census Tract 7401, Cook County, Illinois",3136
"17031828802","Census Tract 8288.02, Cook County, Illinois",3233
"17031241500","Census Tract 2415, Cook County, Illinois",2791
"17031060200","Census Tract 602, Cook County, Illinois",2248
"17031061000","Census Tract 610, Cook County, Illinois",2202
"17031062400","Census Tract 624, Cook County, Illinois",1571
"17031070200","Census Tract 702, Cook County, Illinois",4216
"17031070300","Census Tract 703, Cook County, Illinois",3634
"17031010600","Census Tract 106, Cook County, Illinois",6395
"17031020400","Census Tract 204, Cook County, Illinois",4258
"17031031000","Census Tract 310, Cook County, Illinois",3907
"17031040300","Census Tract 403, Cook County, Illinois",2953
"17031050600","Census Tract 506, Cook County, Illinois",2160
"17031060500","Census Tract 605, Cook County, Illinois",1197
"17031060900","Census Tract 609, Cook County, Illinois",7292
"17031190602","Census Tract 1906.02, Cook County, Illinois",5123
"17031190701","Census Tract 1907.01, Cook County, Illinois",2735
"17031190702","Census Tract 1907.02, Cook County, Illinois",5056
"17031191301","Census Tract 1913.01, Cook County, Illinois",5525
"17031191302","Census Tract 1913.02, Cook County, Illinois",5046
"17031200401","Census Tract 2004.01, Cook County, Illinois",3697
"17031200402","Census Tract 2004.02, Cook County, Illinois",4477
"17031210501","Census Tract 2105.01, Cook County, Illinois",3033
"17031210502","Census Tract 2105.02, Cook County, Illinois",4470
"17031210601","Census Tract 2106.01, Cook County, Illinois",2841
"17031210602","Census Tract 2106.02, Cook County, Illinois",4092
"17031220601","Census Tract 2206.01, Cook County, Illinois",1612
"17031220602","Census Tract 2206.02, Cook County, Illinois",4916
"17031220701","Census Tract 2207.01, Cook County, Illinois",3213
"17031220702","Census Tract 2207.02, Cook County, Illinois",3902
"17031220901","Census Tract 2209.01, Cook County, Illinois",2998
"17031220902","Census Tract 2209.02, Cook County, Illinois",2808
"17031252101","Census Tract 2521.01, Cook County, Illinois",1270
